구분,상담 주제,발화 주체,발화 내용,,,,,,,,,,,
,,선생님,"대학교 위치를 먼저 생각해봤구나. 선생님이 06이가 말해준 지역으로 어떤 대학이 있는지, 괜찮은 학과는 뭐가 있을지 준비해서 상담하면서 더 자세히 알아보도록 하자. 더 궁금한 것 있니?",,,,,,,,,,,
,,학생,아니요 일단 지금 궁금한 건 없어요.,,,,,,,,,,,
,,선생님,알겠어 그럼 상담 시간에 보자.,,,,,,,,,,,
078,입시,학생,쌤 저 간호학과 가려고 하는데 어떤 전형으로 가야할 지 모르겠어요.,,,,,,,,,,,
,,선생님,그래 06이가 어떤 전형으로 가야 유리할지 고민되나보다. 지금 성적은 어떻게 되니?,,,,,,,,,,,
,,학생,일단 내신은 2등급 초반이긴 해요. 그래서 좀 애매해서요,,,,,,,,,,,
,,선생님,그렇구나. 혹시 지금 목표로 하는 대학교는 있니?,,,,,,,,,,,
,,학생,딱 어디라고 정해둔 건 아닌데 인서울로 가고 싶어요.,,,,,,,,,,,
,,선생님,그럼 선생님이 06이 성적이랑 작년 합격자 자료 확인해서 안정적일지 불안할지 전체적으로 검토해보자. 성적 말고도 평가요소 더 있으니까 다 검토해서 어느 전형이 더 유리할지 찾아보는 걸로 하자.,,,,,,,,,,,
,,학생,네 감사합니다. 그때 뵐게요,,,,,,,,,,,
079,입시,선생님,06이 무슨 일있어? ,,,,,,,,,,,
,,학생,썜 저는 무조건 수능으로 가려고 해서요. 내신은 5등급인데 모의고사는 평균 1.7나오는데 연세대 경제학과나 법학과 갈 수 있을까요? ,,,,,,,,,,,
,,선생님,06이는 입시 방향을 되게 빨리 정했네. 무조건 정시로 가려고 모의고사 성적 관리를 열심히 했구나,,,,,,,,,,,
,,학생,네 근데 정시로 가도 내신을 반영 하는지 궁금해서요. 그러면 좀 불리할 수도 있으니까 논술도 생각해보긴 했는데. 준비는 언제부터 해야하는지도 알고 싶어서요.,,,,,,,,,,,
,,선생님,정시 지원할 때 내신 반영하는지랑 논술전형이 궁금했구나. 그럼 입시 전형을 확인해봐야할 것 같아. 그럼 궁금증이랑 입시 전략도 같이 세워볼 수 있을 것 같네. 이따 시간될 때 선생님 찾아올래?,,,,,,,,,,,
,,학생,네 알겠습니다.,,,,,,,,,,,
,,선생님,그래 이따보자~,,,,,,,,,,,
080,입시,학생,쌤 큰일났어요. 학종으로 경북대 화학공학과 쓰려고 하는데 화학이 b나올거같아요. 영향 크겠죠?ㅜㅜㅜ,,,,,,,,,,,
,,선생님,성적이 생각보다 낮아질까봐 걱정이 많겠다. 우선 학생부 종합전형은 성적이 비중높게 반영되긴 하지. 영향이 없다고 할 수는 없어. 하지만 전부는 아니니까 다른 요소들로 보완할 수 있도록 하는 것도 하나의 방법이야.,,,,,,,,,,,
,,학생,"교내 동아리도 관련있는 걸로 했는데, 그래도 성적이 낮으니까 지원할 때 불리할까봐 걱정돼서요.",,,,,,,,,,,
,,선생님,"선생님이 경북대 화학공학과 학생부 종합전형으로 합격한 사례들을 한번 찾아서 비교해서 보여주는게 더 정확할 것 같아. 그러면 지금 성적이 많이 불리한건지 아닌지, 또 보완할 수 있는 부분이 있을지 찾을 수 있을 것 같은데 어떄?",,,,,,,,,,,
,,학생,네 저 진짜 경북대 화학공학과 가고 싶어요...,,,,,,,,,,,
,,선생님,알겠어 선생님이 자료 확인해서 상담 시간에 꼼꼼히 확인해보자.,,,,,,,,,,,
,,학생,감사합니다.,,,,,,,,,,,
081,고교학점제,선생님,어서 오렴. 그동안 잘 지냈지? 오늘은 뭘 도와줄까?,,,,,,,,,,,
,,학생,"선생님 , 고교학점제가 시행된다고 하는데, 도데체 고교학점제가 무엇인지, 또 과목명도 무지 많아서 헷갈리구요, 게다가 성취도니, 석차 등급이니 하는 것도 잘 모르겠어요",,,,,,,,,,,
,,선생님,은서가 고등학생이 되면서 이제 슬슬 대학 진학에 관심을 갖고 있구나,,,,,,,,,,,
,,학생,당연하지요. 저도 대학에 가고 싶으니까요,,,,,,,,,,,
,,선생님,"그럼 선생님과 함께 고교학점제가 무엇인지, 어떤 과목들을 선택할 수 있는지, 선택할 때 어떤 점을 고려해야 하는지, 또 성취 평가제 라는 말이 있는데, 여기에서 다루는 용어에 대해 함께 알아보자",,,,,,,,,,,
082,고교학점제,선생님,어서 오렴. 그동안 잘 지냈지? 오늘은 뭘 도와줄까?,,,,,,,,,,,
,,학생,"선생님. 내년에 배울 과목을 선택하라고 하는데, 어떤 과목을 선택해야 할지 모르겠어요.",,,,,,,,,,,
,,선생님,우리 은서가 이제 하나씩 하나씩 과목을 선택할 시기가 와서 고민이구나.,,,,,,,,,,,
,,학생,왜 이렇게 선택하라고 하는지 모르겠어요. 그냥 정해주면 안되는 건가요?,,,,,,,,,,,
,,선생님,"응. 과목 선택은 학생마다 진로가 다르기 때문에, 그 진로에 맞춰 과목을 선택하는게 학생에게 좋기 때문이야~ 은서는 어떤 분야, 학과를 생각하고 있니?",,,,,,,,,,,
,,학생,저는 이과쪽 이기는 한데요. 공대를 사실 마음에 두고 있어요,,,,,,,,,,,
,,선생님,"공대.  좋지. 은서에게 어울릴 듯한데. 공대를 가려면 일단 공대에서 권장하는 과목,  기본적으로 수학 공부를 많이 해야 하고, 과학에서 물리와 화학은 거의 필수 이지",,,,,,,,,,,
,,학생,"그럼, 수학, 과학 과목 위주로 선택하면 되겠네요",,,,,,,,,,,
,,선생님,그럼 선생님과 함께 하나씩 하나씩 알아볼까?,,,,,,,,,,,
083,고교학점제,선생님,고교학점제를 통해 원하는 과목을 자유롭게 선택할 수 있게 되었어요. 선택 과목은 어떻게 계획하고 있나요?,,,,,,,,,,,
,,학생,사실 아직 뭘 선택해야 할지 고민 중이에요. 어떤 과목이 제 진로에 도움이 될지 잘 모르겠어요.,,,,,,,,,,,
,,선생님,진로를 먼저 정리한 다음 그와 관련된 과목을 선택하는 것이 중요해요. 진로가 어느 방향인가요?,,,,,,,,,,,
,,학생,심리학에 관심이 있어서 그 쪽으로 생각하고 있어요.,,,,,,,,,,,
,,선생님,"심리학과 관련된 과목으로는 사회학이나 윤리학, 그리고 생명과학도 도움이 될 수 있어요. 심리학은 인간 행동과 뇌의 작동을 이해하는 학문이기 때문에 다양한 과목이 관련이 있어요.",,,,,,,,,,,
,,학생,생명과학은 어려워서 자신이 없어요. 꼭 들어야 할까요?,,,,,,,,,,,
,,선생님,심리학의 일부 분야에서는 뇌 과학에 대한 이해가 필요하기도 해요. 꼭 전공하지 않더라도 기본 지식을 쌓아두면 도움이 될 거예요.,,,,,,,,,,,
,,학생,그럼 생명과학도 선택해야겠네요.,,,,,,,,,,,
,,선생님,"네, 그리고 흥미 있는 과목도 한두 가지 선택해서 균형을 맞추는 게 좋아요. 과목 선택은 너무 한쪽으로 치우치지 않도록 하는 게 중요해요.",,,,,,,,,,,
084,고교학점제,선생님,"고교학점제에 따라 성취도 평가가 중요한데, 어떻게 준비하고 있나요?",,,,,,,,,,,
,,학생,성취도 평가 방식이 아직도 헷갈려요. 어떻게 성적에 반영되는 건가요?,,,,,,,,,,,
,,선생님,성취도 평가는 학생의 학습 이해도와 수행평가를 종합적으로 평가하는 방식이에요. 특히 수업에서의 참여도와 과제 완성도가 중요한 역할을 해요.,,,,,,,,,,,
,,학생,그럼 수업 시간에 더 적극적으로 참여해야겠네요.,,,,,,,,,,,
,,선생님,"맞아요. 수업 시간에 질문을 많이 하고, 발표도 자주 하는 게 성취도 평가에 좋은 영향을 미쳐요.",,,,,,,,,,,
,,학생,"발표가 좀 어려운데, 꼭 해야 하나요?",,,,,,,,,,,
,,선생님,"발표는 자신감을 키울 수 있는 좋은 기회예요. 처음에는 어렵겠지만, 자주 하다 보면 점점 나아질 거예요.",,,,,,,,,,,
,,학생,알겠습니다. 그럼 수업 참여를 더 신경 써야겠네요.,,,,,,,,,,,
,,선생님,"네, 그리고 과제는 마감 기한을 잘 지켜서 제출하는 것도 중요해요. 성취도 평가에서는 과제의 질도 중요한 평가 요소예요.",,,,,,,,,,,
,,학생,"네, 과제도 꼼꼼히 준비할게요.",,,,,,,,,,,
,,선생님,그렇게 하면 성취도 평가에서 좋은 결과를 얻을 수 있을 거예요.,,,,,,,,,,,
085,고교학점제,선생님,"안녕하세요, 현이 학생. 상담 신청했다는 소식을 듣고 기다리고 있었어요. 오늘 어떤 이야기를 나누고 싶나요?",,,,,,,,,,,
,,학생,"안녕하세요, 선생님. 제가 고교학점제에 대해 궁금한 게 많아서요. 앞으로 어떻게 과목을 선택해야 할지 고민이 돼요.",,,,,,,,,,,
,,선생님,그렇군요. 우선 현이 학생의 희망 진로나 관심 있는 계열이 있나요?,,,,,,,,,,,
,,학생,저는 국제정치경제학 쪽으로 관심이 많아서 국제정치학이나 국제관계학을 전공하고 싶어요.,,,,,,,,,,,
,,선생님,멋진 목표를 가지고 있네요! 그 분야에 관심을 갖게 된 특별한 계기가 있나요?,,,,,,,,,,,
,,학생,"네, 국제 뉴스를 보면서 세계 정세에 관심이 생겼고, 국제기구에서 일하고 싶다는 생각을 했어요.",,,,,,,,,,,
,,선생님,훌륭해요. 그럼 해당 분야에 도움이 되는 과목들을 선택하는 게 중요하겠네요. 혹시 필요한 과목들이 무엇인지 알고 있나요?,,,,,,,,,,,
,,학생,"정확히는 모르겠지만, 사회나 역사, 그리고 외국어 과목들을 선택해야 할 것 같아요.",,,,,,,,,,,
,,선생님,"맞아요. 특히 정치와 법, 세계사, 경제 과목이 도움이 될 거예요. 그리고 제2외국어도 고려해보는 게 좋아요. 예를 들어 중국어나 스페인어 같은 언어가 국제 기구에서 유용하게 쓰일 수 있어요.",,,,,,,,,,,
,,학생,"아, 제2외국어가 중요한 이유가 있었군요. 선생님 근데가장궁금한게 좋은학교 가는거니까요~그런데 진로 선택 과목의 성취도가 대학 입시에 어떻게 반영되나요?",,,,,,,,,,,
,,선생님,"좋은 질문이에요. 진로 선택 과목은 성취도별로 A, B, C 등급으로 평가되는데, 이는 생활기록부에 기재되고 대학 입시에서도 반영됩니다. 성취도가 높을수록 유리하죠.",,,,,,,,,,,
,,학생,그럼 성취도를 높이기 위해서는 어떻게 해야 할까요?,,,,,,,,,,,
,,선생님,"평가 방식이 서술형이나 논술형으로 다양해졌기 때문에, 깊이 있는 학습이 필요해요. 또한, 학교생활기록부에 기재될 활동들도 적극적으로 참여하면 좋아요.",,,,,,,,,,,
,,학생,이해됐어요. 고등학교 편제표는 어떻게 활용하면 될까요?,,,,,,,,,,,
,,선생님,편제표는 학교에서 개설된 과목들을 확인할 수 있는 자료인데요. 여기서 본인의 진로와 관련된 과목들을 선택하는 게 중요해요.,,,,,,,,,,,
086,고교학점제,학생,"선생님, 안녕하세요~! 선생님, 저 학습 고민이 있어서 찾아왔어요.",,,,,,,,,,,
,,선생님,"안녕, 현이야. 어떤고민이니?",,,,,,,,,,,
,,학생,저는 변화하는 고교학점제 시기에 학교에 편제된 과목에서 점수를 잘받기 위해 구체적으로 진로 연결 학업 계획서를 세워보고싶어요.,,,,,,,,,,,
,,선생님,진로 학업 계획서를 작성해보는 것도 도움이 될 거예요. 자신의 목표와 선택 과목을 어떻게 연계시킬지 구체적으로 생각해볼 수 있죠.,,,,,,,,,,,
,,학생,아 정말요? 그러면 진로 학업 계획서는 어떻게 작성해야 하나요?,,,,,,,,,,,
,,선생님,"자신의 진로 목표를 먼저 명확히 한 다음, 그에 맞는 선택 과목과 학습 전략을 구체적으로 작성하면 돼요. 예를 들어, 국제정치학을 목표로 한다면 관련 과목에서 어떤 역량을 키울지, 또 어떤 활동에 참여할지 계획하는 거예요.",,,,,,,,,,,
,,학생,"선생님, 방금 말씀하신 학업 계획서를 작성할 때, 단순히 과목 이름만 나열하는 것보다 구체적인 학습 목표나 활동 계획을 적는 게 더 좋겠죠?",,,,,,,,,,,
,,선생님,"네, 맞아요. 단순히 과목 이름만 적는 것보다는, 각 과목에서 어떤 역량을 키우고 싶은지, 예를 들어 정치 과목에서는 논리적 사고나 비판적 분석 능력을 키운다든지, 역사 과목에서는 다양한 관점을 이해하는 능력을 강화하겠다든지, 구체적으로 적어주는 것이 더 좋아요. 그리고 활동 계획도 함께 작성하면 대학 입학사정관들이 학생의 학습 의지를 더 잘 이해할 수 있죠.",,,,,,,,,,,
,,학생,"활동 계획이라면, 어떤 활동들이 도움이 될까요? 학교에서 할 수 있는 활동이 생각보다 제한적인 것 같아서요.",,,,,,,,,,,
,,선생님,"학교 내에서도 다양한 활동들이 있지만, 외부 활동도 괜찮아요. 물론 학교생활기록부에는 이제 작성이 안되서 많이 안하는 경향이 있지만, 다양한 경험을 위해 이런것들을 접하는게 중요하다고 봐요. 예를 들어, 모의 유엔 회의나 국제 관계와 관련된 토론 대회, 봉사 활동 등도 도움이 될 수 있어요. 또, 독서 활동도 중요해요. 국제 정치나 경제와 관련된 책들을 읽고 느낀 점을 정리해두면 자기소개서 작성에도 도움이 되지요.",,,,,,,,,,,
,,학생,"아, 독서 활동도 중요하군요. 그럼 진로와 관련된 책들은 어떻게 찾으면 좋을까요? 선생님이 추천해 주실 만한 책이 있을까요?",,,,,,,,,,,
,,선생님,"네, 진로와 관련된 책들은 도서관에서 찾아보거나, 관련 분야의 전문가들이 추천하는 책 리스트를 참고해보면 좋아요. 또, 시사 잡지나 영어로 된 ted를 보면서 정보를 접하는거 좋아요.  꾸준히 읽는 것도 도움이 돼요. 다양한 관점에서 세계 정세를 이해할 수 있거든요. 물론 ‘독서’분야가 학교생활기록부에 기재안되지만 독서는 문해력의 바탕이므로 비판적 사고력을 키우는데 반드시 도움이 되는 밑거름이지요.",,,,,,,,,,,
,,학생,"감사합니다. 꼭 명심할게요. 방학 같은데 읽아보도록 할게요. 그런데, 제가 성적에 대해 조금 걱정이 돼요. 만약 특정 과목에서 성적이 잘 나오지 않으면 어떻게 해야 하나요?",,,,,,,,,,,
,,선생님,"성적이 잘 나오지 않을 때는 먼저 그 과목에서 부족한 부분을 분석해보는 게 중요해요. 어느 부분에서 어려움을 느끼는지 파악하고, 선생님이나 친구들에게 도움을 요청하는 것도 좋은 방법이에요. 그리고 복습이나 추가 학습을 통해 점차 개선해나가면 돼요. 모든 과목에서 완벽한 성적을 내기보다는, 꾸준히 성장하는 모습을 보여주는 것이 중요하답니다. 샘이 이어서 학업상담에 있어 다음 상담에 자세히 또 얘기해줄게요.",,,,,,,,,,,
,,학생,"감사합니다, 선생님. 이제 좀 더보다  구체적인 계획을 세울 수 있을 것 같아요. 다음에 또 궁금한 점이 생기면 여쭤보러 오겠습니다.",,,,,,,,,,,
,,선생님,"언제든지 와서 물어봐요. 응원할게요, 현이야.",,,,,,,,,,,
087,고교학점제,학생,"선생님, 내년에 과목을 선택해야 한다고 하는데, 뭐부터 골라야 할지 정말 모르겠어요. 고교학점제가 뭐고, 과목도 너무 많아서 헷갈려요.",,,,,,,,,,,
,,선생님,고교학점제는 학생들이 자신이 원하는 진로에 맞춰서 과목을 선택해서 들을 수 있는 제도야. 그래서 네가 선택할 과목이 중요한 거지.,,,,,,,,,,,
,,학생,근데 왜 꼭 제가 선택해야 하는 거죠?> 그냥 학교에서 정해주면 더 쉽고 빠르고 편할 거 같은데...,,,,,,,,,,,
,,선생님,"너의 말도 이해 돼. 하지만, 학생마다 원하는 진로가 다르잖아. 그래서 각자의 진로에 맞는 과목을 선택하는 게 더 도움이 될 거야. 혹시 어떤 분야나 학과에 관심이 있는지 물어봐도 될까?",,,,,,,,,,,
,,학생,저는 이과 쪽이 마음에 들어요. 특히 공대를 생각하고 있어요.,,,,,,,,,,,
,,선생님,"그럼, 공대에서 중요하게 여기는 과목들을 중심으로 선택하면 좋겠구나. 예를 들어, 수학과 과학이 기본인데, 특히 수학은 미적분이나 확률과 통계, 과학에서는 물리와 화학이 권장되는 과목이야.",,,,,,,,,,,
,,학생,그럼 수학이랑 과학 위주로 선택하면 될까요?,,,,,,,,,,,
,,선생님,"맞아. 하지만 그 뿐만이 아니라, 네가 어떤 과목을 좋아하는지, 또는 잘할 수 있는 과목들도 고려해야 해. 성취도 평가도 중요하거든.",,,,,,,,,,,
,,학생,성취도 평가? 그게 뭐예요?,,,,,,,,,,,
,,선생님,"쉽게 말하면, 너의 성적이 절대평가로 표시되는 거야. A, B, C처럼 네가 그 과목에서 얼마나 잘했는지를 나타내는 평가 방식이야. 그게 대학 진학에도 중요한 자료가 될 수 있지.",,,,,,,,,,,
,,학생,그렇군요. 그럼 과목을 잘 선택해서 좋은 성취도를 얻는 게 중요할 거 같아요.,,,,,,,,,,,
,,선생님,"맞아, 네가 좋아하는 과목이나 관심있는 분야, 잘하는 과목 등에서 더 열심히하면 성취도가 자연스럽게 올라갈거야. 과목을 선택할 떄 그런 부분을 잘 고려하자.",,,,,,,,,,,
,,학생,넵 알겠습니다! 선생님! 감사합니다.,,,,,,,,,,,
088,고교학점제,학생,"선생님, 대학 가려면 어떤 과목을 선택해야 할지 잘 모르겠어요. 희망하는 계열에 맞춰서 권장되는 과목이 있나요?",,,,,,,,,,,
,,선생님,물론이지. 네가 어떤 계열을 희망하는지에 따라 선택해야 하는 과목들이 달라져. 혹시 관심 있는 계열이나 전공이 있니?,,,,,,,,,,,
,,학생,"저는 공학 계열에 관심이 있어요. 공대를 목표로 하고 있는데, 어떤 과목을 들어야 할까요?",,,,,,,,,,,
,,선생님,"공대를 목표로 한다면 수학과 과학 과목이 기본이야. 특히 수학에서 미적분이나 확률과 통계, 과학에서는 물리와 화학을 선택하는 게 유리해. 이 과목들은 공학 계열에서 필수적으로 요구되는 경우가 많아.",,,,,,,,,,,
,,학생,"그럼 미적분이랑 물리, 화학 같은 과목들을 들어야겠네요?",,,,,,,,,,,
,,선생님,"맞아. 그리고 대학마다 요구하는 과목이 다를 수 있으니까, 네가 목표하는 대학의 입학 전형을 미리 확인해보는 것도 좋아. 전공에 따라 세부 과목이 다를 수 있거든.",,,,,,,,,,,
,,학생,아 그럼 제가 가고 싶은 대학의 전형도 한번 찾아볼게요. 감사합니다. 선생님,,,,,,,,,,,
089,고교학점제,선생님,무슨 일로 상담을 신청했어?,,,,,,,,,,,
,,학생,아 선생님 그 제가 지금 듣는 과목 중에 진로선택 과목이 있는데 성적 나오는 게 너무 좀 이상해요,,,,,,,,,,,
,,선생님,어떤 점이 이상하다고 생각했어?,,,,,,,,,,,
,,선생님,"원래는 1등급, 2등급 이렇게 나왔는데 이번에느 그냥 a예요. 다른 애들이랑 비교도 안되고...",,,,,,,,,,,
,,학생,"아, 성취평가제 때문에 그런거구나. 진로선택과목은 평가 방식이 달라.",,,,,,,,,,,
,,선생님,그럼 대학 갈 때는 어떻게되는거예요? a 받은 애들이랑 c 받은 애들이 똑같이 되는 건가요?,,,,,,,,,,,
,,학생,"그건 아니야. 대학마다 반영 방식이 조금씩 달라. 우리가 한번 자세히 알아볼까? 다음 상담에서는 네가 듣는 과목들의 성취도별 비율이 어떤지, 그리고 그게 실제 대입에서는 어떻게 반영되는지 구체적으로 알아보자.",,,,,,,,,,,
,,선생님,넵 알겠습니다.,,,,,,,,,,,
090,고교학점제,학생,선생님 고교학점제가 뭐예요?,,,,,,,,,,,
,,선생님,"쉽게 말하면 대학생들처럼 고등학생들도 배우고 싶은 과목을 선택할 수 있고, 과목에서 필요한 학점을 따내야 해. 그리고 지금은 출석만 잘해도 졸업을 할 수 있지만 고교학점제는 커트라인 학점 즉 점수를 넘겨야지만 졸업이 가능해 말로만 들으면 무섭지?",,,,,,,,,,,
,,학생,헉.. 점수 못 따면 졸업을 못 한다고요?,,,,,,,,,,,
,,선생님,"말로만 들으면 엄청 어려울 것 같지만 지금처럼 학교 잘 나오고, 수행평가, 활동, 시험 잘 준비하면 돼. 다만 지금까지는 학교에서 정해주는 시간표대로 지냈다면 앞으로는 학생이 본인의 계획에 따라 수업을 선택할 수 있다는 게 포인트지",,,,,,,,,,,
,,학생,어려워요… ,,,,,,,,,,,
,,선생님,걱정할 것 없어. 필수로 들어야 하는 과목 외에는 내가 관심 있는 수업으로 선택해서 지금처럼 학교생활 잘 하면 되거든. 어려운 것 생기면 담임 선생님이나 내게 와서 도움을 받아도 되고!,,,,,,,,,,,
,,학생,그럼 그 학점이란 점수를 못 따면 진짜 졸업 못하는 건가요?,,,,,,,,,,,
,,선생님,결과적으론 맞아 졸업을 못해. 하지만 말했다시피 지금처럼 학교생활 잘하면 졸업엔 문제 없어. 혹시나 점수가 부족하다면 보충수업이나 학점을 보충할 수 있는 기회들을 잘 이용하면 돼,,,,,,,,,,,
091,고교학점제,학생,선생님 편제표를 보고서 과목 신청 계획서를 작성해야 하는데 모르겠어요.,,,,,,,,,,,
,,선생님,편제표가 무엇인지 이해는 가니?,,,,,,,,,,,
,,학생,그냥 과목명이랑 1학년부터 3학년 몇시간 배우는지 뭐 그런거 적혀있던데요.,,,,,,,,,,,
,,선생님,오~ 맞아 3년동안 학교에서 배우는 교육과정을 표로 보여준 거야! 숫자는 시간이나 학점을 의미해서 잘 봐야 해,,,,,,,,,,,
,,학생,과목 신청 계획은 어딜 보면 되는 거예요?,,,,,,,,,,,
,,선생님,"자 우선 학교에서 필수로! 공통으로 지정하는 과목들이 있어. 이 부분은 학교에서 정해주는 대로 하면 돼. 따로 OO이가 결정할 게 없어. 그리고 중요한건 이 아래 부분인데, 택1, 택2로 되어 있지? 이걸 OO이가 선택하면돼. 한 학기 동안 1가지를 선택해서 수업을 이수하면 되는 거야. ",,,,,,,,,,,
,,학생,이 숫자들은요?,,,,,,,,,,,
,,선생님,응 과목 옆에 있는 숫자는 필수로 이수해야 하는 학점이야. 예를 들어서 국어는 졸업까지 10학점을 이수하면 된다는 뜻이지. 3년 동안 192학점을 얻어야 졸업이 가능하구!,,,,,,,,,,,
092,고교학점제,선생님,오늘 과목 선택 관련해서 상담 신청했지?,,,,,,,,,,,
,,학생,네.. 감이 안 와서요,,,,,,,,,,,
,,선생님,OO아 과목을 선택하기 전에 너가 희망하는 대학교나 과가 있다면 더 좋을 것 같은데 있을까?,,,,,,,,,,,
,,학생,저는 법의학자가 되고 싶어서요. 의대 진학을 목표하고 있어요. ,,,,,,,,,,,
,,선생님,그럼 선생님이 사이트를 하나 알려줄게. 고교학점제라는 사이트인데. 잘봐? 고교학점제 운영 > 교육과정과목안내 > 대학전공별 고등학교 참고자료 > 자연과학 > 의료보건 이렇게 눌러주면 어느 과목을 준비하면 더 유리한지 알 수 있거든.,,,,,,,,,,,
,,학생,우와 사실 기준이 없어서 선택이 힘들었는데 이거 보면 그래도 도움이 될 것 같아요,,,,,,,,,,,
,,선생님,"응응 이거 보고 과목 선택하고, 선택한 이유 준비해서 다시 상담 하자!",,,,,,,,,,,
093,고교학점제,학생,"안녕하세요, 고교학점제 때문에 상담 받고 싶어서 왔어요.",,,,,,,,,,,
,,선생님,"그래, 고교학점제의 무엇이 궁금하니?",,,,,,,,,,,
,,학생,무엇보다도 선택과목이죠. 선택과목을 결정해야 하니까요.,,,,,,,,,,,
,,선생님,OO이는 어떤 진로 목표를 가지고 있니?,,,,,,,,,,,
,,학생,저는 역사를 전공하고 싶긴 해요.,,,,,,,,,,,
,,선생님,"역사! 사학 전공을 생각하고 있구나. 관련 선택과목이 무엇이 있을지 살펴볼까? 우선 일반선택과목을 살펴본 후에, 진로선택과목까지 살펴보자. ",,,,,,,,,,,
,,학생,"네, 그런데 선생님. 우리 학교에 제가 선택한 과목이 개설되지 않으면 어떡하죠?",,,,,,,,,,,
,,선생님,"그것 또한 대안이 있어. 오늘 상담 시간에는 고교학점제에 대해서 전반적으로 알아보고, 선택과목도 정해 보자.",,,,,,,,,,,
094,고교학점제,선생님,"OO아, 안녕! 오늘은 학업계획서를 보며 상담을 시작해 보자.",,,,,,,,,,,
,,학생,네. 아직 다 쓰진 못했는데요...,,,,,,,,,,,
,,선생님,"우선, 나의 진로 희망이 무엇인지를 정해야겠지? 거기서부터 학업계획이 시작되는 거야.",,,,,,,,,,,
,,학생,나의 진로 희망을 정해야 어떤 학과에 진학할지 나오겠네요.,,,,,,,,,,,
,,선생님,"바로 그거야. 고등학교 3년 동안 학교에서 뭘 하며 보낼지를 정하려면, 우선 가장 궁극적인 목표를 먼저 설정해야 하는 거지.",,,,,,,,,,,
,,학생,나의 진로 희망과 희망 진학 학과를 이렇게 작성해 봤어요.,,,,,,,,,,,
,,선생님,좋아. 그럼 해당 학과에 진학하기 위해 고등학교에서 배워야 할 교과목을 생각해 보자. 이렇듯 학업계획서는 가장 중요한 목표로부터 하위 목표로 내려간다고 생각하면 돼.,,,,,,,,,,,
,,학생,네.,,,,,,,,,,,
,,선생님,"그럼 교과목은... 고등학교 3년간 내가 이수할 것들을 1, 2학기로 구분해서 선택해 보자. 서로 위계가 있는 과목들이나, 묶어서 이수할 수 있는 과목들이 있다는 것도 알고 있니? 이런 것들을 고려해서 학업계획서를 작성하면 더욱 좋겠지?",,,,,,,,,,,
095,고교학점제,학생,선생님 저 응급의학과 가려고 하는데 어떤 선택과목을 들어야 할지 너무 고민돼요,,,,,,,,,,,
,,선생님,응급의학과를 목표로 하고 있구나! 아직 전형은 어떤걸로 지원할 지 정하지는 않았고?,,,,,,,,,,,
,,학생,"네 그건 정확히 정한건 없는데, 아마 수시로 갈 것 같긴 해요. 모의고사는 성적이 더 낮아서요",,,,,,,,,,,
,,선생님,"그렇구나 우선 08이가 가고싶은 학과를 확실하게 정해둔 상태면 대학마다 알려주는 권장 과목이 있는데, 그걸 참고하면 도움이 될거야. 그거랑 같이 08이 성적도 확인해서 어떤게 유리할지 판단해보는 거지. 내신은 어떄?",,,,,,,,,,,
,,학생,저 내신은 1학년때는 5.1이고 지금 1학기도 5점 초반이에요,,,,,,,,,,,
,,선생님,그래 성취평가제니까 08이가 성적을 잘 받을 수 있는 유리한 과목인지도 판단해야하니까 선생님이랑 시간내서 한번 확인해보고 선택하면 될 것 같아. 또 궁금한 거 있니?,,,,,,,,,,,
,,학생,아니요! 지금 선택과목이 제일 급해서요. 감사합니다!,,,,,,,,,,,
096,고교학점제,학생,그래 08이는 선택과목 정하는 데에 어려움은 없어?,,,,,,,,,,,
,,선생님,"쌤 저 지구환경과학과 가려고해서 계획은 생각해둔게 있거든요? 근데, 수요조사를 보니까 생각보다 인원이 줄어서 걱정돼서요",,,,,,,,,,,
,,학생,과탐이 중요한데 예상보다 수요조사 결과가 달라서 당황했겠다. 어떤 과목이었어?,,,,,,,,,,,
,,선생님,"생명인데요 1학기때는 160명 이었는데 2학기 되니까 40명으로 줄었어요. 지금 성적으로 보면 2학기때 1,2등급 맞을 자신이 없어서 어떻게 하면 좋을지 진짜 모르겠어요. 생명 1학기에 두면 고3때 고급지구과학 못 듣는데 저는 이거 꼭 듣고 싶거든요",,,,,,,,,,,
,,학생,08이가 가고 싶은 학과를 생각하면 고급지구과학이 우선순위가 가장 높겠다. 다른 과목이랑 비교해서 유불리를 따져보고 최선의 방향으로 선택하는게 맞겠어. 선생님이 08이 성적이나 지구환경과학과 관련해서 권장과목 참고해서 같이 좋은 방법을 찾아보자,,,,,,,,,,,
,,선생님,네 저는 학과는 무조건이니까 최대한 유리하게 선택하고 싶어요,,,,,,,,,,,
,,학생,그래 이따 선생님이랑 꼼꼼히 방법을 찾아보는걸로 하자,,,,,,,,,,,
097,고교학점제,학생,쌤 저 선택과목 아직도 못정했어요 도와주세요..,,,,,,,,,,,
,,선생님,08이 많이 급하겠다. 일단 진로는 생각해둔 것 있니?,,,,,,,,,,,
,,학생,"네 저는 세무사, 공인중개사 관련 직업으로 희망하고 있는데, 미적분을 들어야 하는지 궁금해서요. 그외에도 추천 받고 싶어요",,,,,,,,,,,
